winery,wine_name,year,price,score,country,wine_type,pairing,picture,price_quality,Estilo de vino,Contenido de alcohol,country_España,country_Francia,country_Italia,country_Other,flavour_cítrico,flavour_especias,flavour_floral,flavour_fruta negra,flavour_fruta seca,flavour_frutos de árbol,flavour_frutos rojos,flavour_microbio,flavour_roble,flavour_terroso,flavour_tropical,flavour_vegetal
Château Lacaussade Saint Martin,Trois Moulins Blaye Côtes de Bordeaux Rouge,2020,9.75,4.0,Francia,2,"Ternera, Ternera lechal, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/QKyEDgnNS1-R1E5462HpVg_pb_x600.png,5,Burdeos Tinto (Francia),14.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
La Cepa Alta,Cinco Elementos Essentia,2020,18.0,4.0,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/dRxBFe-lS8eziBg9sTMRAQ_pb_x600.png,4,Ribera del Duero Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Remelluri,Lindes de Remelluri Viñedos de San Vicente,2020,16.5,4.0,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/wAnQXS5hSguNPkLLVGg-Jg_pb_x600.png,4,Rioja Tinto (España),13.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Vignobles de Paloumey,Ailes de Paloumey Haut-Médoc,2019,14.0,4.0,Francia,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/Xh1ts-6_TmyHBnkIomGsgA_pb_x600.png,4,Bordeaux Haut-Médoc Red,13.91,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Laderas de Romeo,Sauvignon Blanc,2023,8.5,4.0,España,1,"Marisco, Vegetariana, Queso de leche de cabra",//images.vivino.com/thumbs/q53I00NhTs6BTWX2Oaj0zw_pb_x600.png,4,Sauvignon Blanc (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Finca Río Negro,Red Blend,2018,15.5,4.0,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/PNPh24t9QvKvDGqDhDJL7g_pb_x600.png,4,Tinto (España),14.9,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Pago Casa Gran,Falcata Tinto,2023,7.9,4.0,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/saF_CIPPTgeBNka1KHHo_Q_pb_x600.png,5,Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Château Puy-Blanquet,Saint-Émilion Grand Cru,2018,25.4,4.0,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/drhWe9GAT2ibeRhA_SdPHA_pb_x600.png,4,Burdeos Saint-Emilion (Francia),14.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Château Gloria,Saint-Julien,2021,42.0,4.0,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/6KT2awLuSQW-BQIvA8hOrg_pb_x600.png,3,Burdeos Saint-Julien (Francia),13.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Terra Fageto,Colle del Buffo Rosso Piceno,2020,10.17,4.0,Italia,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/11ZX1agrSwecQkWbtPY_uA_pb_x600.png,5,Centro Italia Tinto,14.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Pago Aylés,Senda de Leñadores,2021,12.0,4.0,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/NWK5wo98TPqR96VMxE-K1A_pb_x600.png,4,Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Altovela,Campo Amable Crianza,2019,7.92,4.0,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/jziKdFgWRe-ZgpX4zw-wqQ_pb_x600.png,6,Tempranillo (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Corcovo - Megía e Hijos,24 Barricas Syrah Barrica,2022,10.0,4.0,España,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/7eR0WtbDSJWMZMhj-3ENHg_pb_x600.png,4,Syrah (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Asensio Carcelen,Gran Reserva Pura Sangre,2016,13.88,4.0,España,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/rXBM2TVCSa2iSk1zvMaxLQ_pb_x600.png,4,Monastrell (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Villa Degli Olmi,Quattro Passi Primitivo,2022,9.95,3.9,Italia,2,"Ternera, Cordero, Aves, Pasta",//images.vivino.com/thumbs/wLqZvhbWSgOS5GvE-J6oEw_pb_x600.png,3,Primitivo (Italia),14.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Terrescure,Neropece,2020,11.95,3.9,Italia,2,"Ternera, Cordero, Ternera lechal, Aves, Carne adobada",//images.vivino.com/thumbs/FZKpQcFNRaer5ZMlbjYMrg_pb_x600.png,5,Toscana Tinto (Italia),13.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Clos de Gat,Har'El Syrah,2020,22.95,3.9,Israel,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/xJbEbAWWRa2zd5WkfJLYbA_pb_x600.png,4,Syrah (Israel),14.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Pico Cuadro,Viña El Chorro,2020,19.99,3.9,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/Bki93nixTXe46FrD5oe69A_pb_x600.png,3,Ribera del Duero Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Chan de Rosas,Clásico Albariño,2022,11.95,3.9,España,1,"Marisco, Vegetariana, Pasta, Aperitivos y tentempiés, Pescado blanco",//images.vivino.com/thumbs/lupR2p-uSVWvwuffZdJrug_pb_x600.png,4,Albariño (España),13.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Haltinger Winzer,Muskateller Feinherb,2022,10.5,3.9,Alemania,1,"Marisco, Comida picante, Pescado blanco",//images.vivino.com/thumbs/lyl7v3MqQJ6-T5aevgA7Vg_pb_x600.png,4,German Muscat White,11.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Chateau L'Heyrisson,Frank's Réserve Bordeaux,2021,9.95,3.9,Francia,2,"Ternera, Ternera lechal, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/DGYZvmEPTCKmX7yDT1Hkag_pb_x600.png,5,Burdeos Tinto (Francia),13.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cignomoro,Pepe Nero Salento Rosso,2023,9.95,3.9,Italia,2,"Ternera, Cordero, Pasta",//images.vivino.com/thumbs/K32uzqJ6Sz2Wym0qTJl5aw_pb_x600.png,4,Sur Italia Tinto,13.5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Domaine de la Baume,Elite d'Or Blanc,2022,12.95,3.9,Francia,1,"Vegetariana, Aves, Pasta, Pescado blanco, Aperitivo",//images.vivino.com/thumbs/S0E4IXGcQKen8nJJgT2cag_pb_x600.png,4,Languedoc-Roussillon Blanco (Francia),13.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Domain Road Vineyard,Pinot Noir,2019,22.5,3.9,New Zealand,2,"Ternera, Ternera lechal, Ciervo, Carne de venado, Champiñones",//images.vivino.com/thumbs/eIZHG3L2SzikRV_IiMHQkw_pb_x600.png,3,New Zealand Central Otago Pinot Noir Red,13.5,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Bread & Butter,Cabernet Sauvignon,2022,14.95,3.9,Estados Unidos,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/nMg4CUOCTaKRybPRPwlneQ_pb_x600.png,4,California Cabernet Sauvignon (USA),13.5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Progetti Agricoli,Amarone della Valpolicella 'Ardevi',2019,18.95,3.9,Italia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso azul",//images.vivino.com/thumbs/SZeIQMMeTJCuAUIhjYAfDQ_pb_x600.png,3,Amarone (Italia),15.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Mottura,Villa Mottura Primitivo di Manduria,2022,11.95,3.9,Italia,2,"Ternera, Cordero, Aves, Pasta",//images.vivino.com/thumbs/l0b-6XEsQJeaT37a1nfPVg_pb_x600.png,2,Primitivo (Italia),14.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Bodegas Diaz Bayo,Nuestro 15 Meses,2021,12.95,3.9,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/wy9VtD_HQNOuMLNct0ntug_pb_x600.png,4,Ribera del Duero Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Capo Zafferano,Appassimento Rosso,2022,10.95,3.9,Italia,2,"Ternera, Cordero, Pasta",//images.vivino.com/thumbs/xeHKv7RjTOORJK-PYyFZPA_pb_x600.png,3,Sur Italia Tinto,14.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Viña Otano,Reserva,2017,11.95,3.9,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/nTqL5FwRSLiEz9UpM9qkEw_pb_x600.png,4,Rioja Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Haltinger Winzer,Grauburgunder Réserve,2022,11.5,3.9,Alemania,1,"Cerdo, Comida picante, Champiñones, Carne adobada",//images.vivino.com/thumbs/VhtHsEaKQMmjGWKP5CXL3A_pb_x600.png,4,Grauburgunder (Alemania),12.5,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Tinazzi,Feudo Croce Malnera Merlot - Malvasia Nera,2022,8.95,3.9,Italia,2,"Ternera, Cordero, Pasta",//images.vivino.com/thumbs/xVIbm1_oRc6J23BQ5HuurA_pb_x600.png,4,Sur Italia Tinto,14.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Cave St Maurice,Poujol Lacoste Blanc,2022,10.95,3.9,Francia,1,"Cerdo, Aves, Pescado azul, Comida picante",//images.vivino.com/thumbs/Bxd5ts9DQtWcpYbA_12PFw_pb_x600.png,4,Languedoc-Roussillon Viognier,13.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Astrale,Chianti,2023,8.5,3.9,Italia,2,"Ternera, Ternera lechal, Aves",//images.vivino.com/thumbs/aK4CL7pMQVm2_QmtTkOqww_pb_x600.png,5,Chianti (Italia),13.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Feudi del Pisciotto,Nero d'Avola,2021,18.95,3.9,Italia,2,"Ternera, Cordero, Pasta",//images.vivino.com/thumbs/HJGvpvKnROirip6JSh20nA_pb_x600.png,3,Sur Italia Tinto,14.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Tempel Wines,Skemerdans Grenache,2020,22.95,3.9,Sudáfrica,2,"Ternera, Cordero, Vegetariana, Aves, Comida picante",//images.vivino.com/thumbs/1nckc_BuTJa4vB7VX2ON6A_pb_x600.png,2,South African Grenache Red,13.5,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Sylvain Bzikot,Bourgogne Blanc,2022,23.95,3.9,Francia,1,"Marisco, Pasta, Pescado azul, Queso tierno y cremoso, Carne adobada",//images.vivino.com/thumbs/v51IYGChSvyJC9p5ED-9rA_pb_x600.png,4,Borgoña Blanco (Francia),13.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Tinazzi,Ca' de' Rocchi Valpolicella,2022,9.95,3.9,Italia,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/7EVF7GekQDmuZ3bvl0ji3g_pb_x600.png,4,Valpolicella Tinto (Italia),13.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
De Moya,Gloria,2021,7.95,3.9,España,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/egFcrwyiRTSLWrmaH9fm8w_pb_x600.png,4,Monastrell (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Rebel Ridge,Chardonnay,2020,11.5,3.9,Estados Unidos,1,"Cerdo, Vegetariana, Aves, Pescado azul",//images.vivino.com/thumbs/kxSnssaeSgeGSyzR5Ca7Tw_pb_x600.png,3,California Chardonnay (USA),14.5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Château Sérilhan,Saint-Estèphe,2017,12.5,3.9,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/EtuSIbFwTciD_F3VWZTQzQ_pb_x600.png,5,Burdeos Saint- Estèphe (Francia),13.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Cantine Truentum,'968 Montepulciano d'Abruzzo,2022,9.95,3.9,Italia,2,"Ternera, Ternera lechal, Cerdo, Pasta",//images.vivino.com/thumbs/armObmcOSUO5MZIq-ndvJA_pb_x600.png,4,Italiano de Montepulciano d'Abruzzo,14.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Château Cadet Soutard,Saint-Émilion Grand Cru,2018,21.95,3.9,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/GepIdwAJS3q2s9IRZwr64w_pb_x600.png,3,Burdeos Saint-Emilion (Francia),14.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Marlborough Estate Reserve,Sauvignon Blanc,2022,10.95,3.9,New Zealand,1,"Marisco, Vegetariana, Queso de leche de cabra",//images.vivino.com/thumbs/mxqSQDYzTcG5XVYYXqRwdQ_pb_x600.png,2,Sauvignon Blanc (Nueva Zelanda),12.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Bodegas Pedro Escudero,Valdelagunde Verdejo,2023,9.95,3.9,España,1,"Cerdo, Marisco, Vegetariana, Carne adobada",//images.vivino.com/thumbs/ffxm9VIGTN6boqapYg8bjg_pb_x600.png,4,Verdejo (España),12.5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Bread & Butter,Chardonnay,2022,14.95,3.9,Estados Unidos,1,"Cerdo, Vegetariana, Aves, Pescado azul",//images.vivino.com/thumbs/Jr52vlviR6WE2QAT91zx_g_pb_x600.png,4,California Chardonnay (USA),13.5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Weingut Nik Weis - St. Urbans-Hof,Nik Weis Selection Urban Riesling,2023,9.95,3.9,Alemania,1,"Cerdo, Marisco, Aves, Comida picante, Carne adobada",//images.vivino.com/thumbs/kZm3ILljQam-s81T5qBfsQ_pb_x600.png,4,Riesling (Alemania),10.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Chateau Plantey de Lieujean,Haut-Médoc,2019,9.95,3.9,Francia,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/7Mw4NcsyQKurMv9N8vUl5g_pb_x600.png,4,Bordeaux Haut-Médoc Red,13.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Klein Constantia,Sauvignon Blanc,2022,13.95,3.9,Sudáfrica,1,"Marisco, Vegetariana, Queso de leche de cabra",//images.vivino.com/thumbs/vNIseP6NTnGk3bhR_thdtA_pb_x600.png,4,Sauvignon Blanc (Sudáfrica),13.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Bodegas Roda,Sela Rioja,2022,16.9,3.9,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/aexY6qvxSMSFwyvQHjtnAQ_pb_x600.png,4,Rioja Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bodegas Olarra,Cerro Añon Crianza Rioja,2021,7.95,3.9,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/CLJFYRhjRQe2X4nvG_7xuQ_pb_x600.png,4,Rioja Tinto (España),13.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Matsu,El Picaro,2022,8.45,3.9,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/GxOZfMMRR9GfvydVe7Icmg_pb_x600.png,4,Toro Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Flechas de los Andes,Gran Cabernet Franc,2020,20.64,3.9,Argentina,2,"Ternera, Cordero, Cerdo, Vegetariana, Aves, Queso de leche de cabra",//images.vivino.com/thumbs/JGHOZ8W5TUW661yxNCS95A_pb_x600.png,2,Argentinian Mendoza Cabernet Franc Red,14.5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Château Malmaison,Moulis-en-Médoc,2018,21.14,3.9,Francia,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/sQgc_8pqSMSS0DspEym9ww_pb_x600.png,4,Bordeaux Moulis-en-Médoc Red,14.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Tarón,Reserva,2017,9.0,3.9,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/fUMzE2A8Qyu6RJd5nFlXPQ_pb_x600.png,4,Rioja Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bodegas Abadía de San Quirce,Crianza,2020,17.0,3.9,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/gXAi3NqKR9KbZtWDMWQkmQ_pb_x600.png,3,Ribera del Duero Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Guelbenzu,Evo,2018,11.39,3.9,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/fkOi6YPHTL--qu3FZ5rsyQ_pb_x600.png,4,Tinto (España),15.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Monte Real,Gran Reserva,2016,12.99,3.9,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/qvJKZWA6Qc-_1l6_IVrG6Q_pb_x600.png,4,Rioja Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Proelio,Crianza,2019,9.1,3.9,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/bo9vosRWSGaSjM5WMC0Vig_pb_x600.png,4,Rioja Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bodegas Vilano,Roble,2023,7.2,3.9,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/QdajxlDcRfuWIunCwgGGjQ_pb_x600.png,4,Ribera del Duero Tinto (España),13.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Barón do Sil,Godello,2023,7.95,3.9,España,1,"Marisco, Aves, Pescado azul, Pescado blanco",//images.vivino.com/thumbs/R0jgVe-NTX2Pdegak0EU2g_pb_x600.png,4,Spanish Galicia Godello White,13.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Trus,Crianza,2020,14.4,3.9,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/DpXqM9fCTRW-q_2LnqRqwQ_pb_x600.png,3,Ribera del Duero Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Proelio,Viñedos Viejos Garnacha,2019,13.15,3.9,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/RRF6X7ghRx-tH3MNC07UAQ_pb_x600.png,4,Rioja Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Arnegui,Reserva,2016,10.5,3.9,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/czv8f-TQQSCB3XKEAcgR4w_pb_x600.png,4,Rioja Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Condado de Oriza,Crianza Ribera del Duero,2021,10.5,3.9,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/A1bECF-nSe201om_4D8JBQ_pb_x600.png,4,Ribera del Duero Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Pagos del Rey,Pulpo Albariño,2023,13.5,3.9,España,1,"Marisco, Vegetariana, Pasta, Aperitivos y tentempiés, Pescado blanco",//images.vivino.com/thumbs/1UMmwpKcSCe-pwVrt3ABmw_pb_x600.png,3,Albariño (España),12.5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
